# Метеостанция Виллакубле (аэропорт), Франция, METAR=LFPV, выборка с 18.01.2024 по 18.02.2024, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=LFPV&lang=ru
#
"Местное время в Виллакубле (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"07.02.2024 08:00";"10.0";"741.7";"757.7";"94";"Ветер, дующий с юго-запада";"7";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 270 м, сплошная (100%) 510 м";"10.0 и более";"9.0";
"07.02.2024 07:30";"10.0";"741.7";"757.7";"94";"Ветер, дующий с юго-запада";"6";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 270 м, сплошная (100%) 390 м";"9.0";"9.0";
"07.02.2024 07:00";"10.0";"741.7";"757.7";"94";"Ветер, дующий с юго-запада";"6";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 330 м, сплошная (100%) 510 м";"8.0";"9.0";
"07.02.2024 06:30";"10.0";"741.7";"757.7";"94";"Ветер, дующий с юго-запада";"7";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 330 м, сплошная (100%) 480 м";"10.0 и более";"9.0";
"07.02.2024 06:00";"10.0";"742.2";"758.2";"94";"Ветер, дующий с юго-запада";"6";"";"Слабый(ая)(ые) морось";"";"Разорванная (60-90%) 420 м, разорванная (60-90%) 630 м, сплошная (100%) 810 м";"10.0 и более";"9.0";
"07.02.2024 05:30";"11.0";"742.2";"758.2";"88";"Ветер, дующий с юго-запада";"6";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 450 м, разорванная (60-90%) 630 м, разорванная (60-90%) 780 м";"10.0 и более";"9.0";
"07.02.2024 05:00";"11.0";"742.2";"758.2";"88";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 420 м, сплошная (100%) 1230 м";"10.0 и более";"9.0";
"07.02.2024 04:30";"11.0";"743.0";"759.0";"88";"Ветер, дующий с юго-запада";"7";"";"";"";"Сплошная (100%) 390 м";"10.0 и более";"9.0";
"07.02.2024 04:00";"11.0";"743.0";"759.0";"88";"Ветер, дующий с юго-запада";"7";"";"";"";"Сплошная (100%) 390 м";"10.0 и более";"9.0";
"07.02.2024 03:30";"11.0";"743.0";"759.0";"82";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 390 м";"10.0 и более";"8.0";
"07.02.2024 03:00";"11.0";"743.7";"759.7";"82";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"8.0";
"07.02.2024 02:30";"11.0";"743.7";"759.7";"88";"Ветер, дующий с юго-запада";"7";"";"";"";"Разорванная (60-90%) 390 м, сплошная (100%) 660 м";"10.0 и более";"9.0";
"07.02.2024 02:00";"11.0";"743.7";"759.7";"82";"Ветер, дующий с юго-запада";"7";"";"";"";"Разорванная (60-90%) 390 м, сплошная (100%) 540 м";"10.0 и более";"8.0";
"07.02.2024 01:30";"11.0";"744.5";"760.5";"88";"Ветер, дующий с юго-запада";"6";"12";"";"";"Сплошная (100%) 390 м";"10.0 и более";"9.0";
"07.02.2024 01:00";"10.0";"744.4";"760.5";"88";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"8.0";
"07.02.2024 00:30";"11.0";"744.5";"760.5";"82";"Ветер, дующий с юго-запада";"7";"12";"";"";"Разорванная (60-90%) 450 м, сплошная (100%) 630 м";"10.0 и более";"8.0";
"07.02.2024 00:00";"10.0";"745.1";"761.2";"88";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 420 м, сплошная (100%) 600 м";"10.0 и более";"8.0";
"06.02.2024 23:30";"10.0";"745.1";"761.2";"88";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 390 м, разорванная (60-90%) 600 м, сплошная (100%) 780 м";"10.0 и более";"8.0";
"06.02.2024 23:00";"10.0";"745.9";"762.0";"88";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 420 м, разорванная (60-90%) 630 м, сплошная (100%) 780 м";"10.0 и более";"8.0";
"06.02.2024 22:30";"10.0";"745.9";"762.0";"88";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 420 м, сплошная (100%) 780 м";"10.0 и более";"8.0";
"06.02.2024 22:00";"10.0";"745.9";"762.0";"88";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 480 м, сплошная (100%) 630 м";"10.0 и более";"8.0";
"06.02.2024 21:30";"10.0";"745.9";"762.0";"88";"Ветер, дующий с юго-запада";"7";"";"";"";"Разорванная (60-90%) 540 м, разорванная (60-90%) 720 м, сплошная (100%) 1680 м";"10.0 и более";"8.0";
"06.02.2024 21:00";"10.0";"745.9";"762.0";"88";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 510 м, сплошная (100%) 1740 м";"10.0 и более";"8.0";
"06.02.2024 20:30";"10.0";"745.9";"762.0";"88";"Ветер, дующий с юго-запада";"6";"";"";"";"Рассеянная (40-50%) 540 м, разорванная (60-90%) 750 м, сплошная (100%) 1680 м";"10.0 и более";"8.0";
"06.02.2024 20:00";"10.0";"745.9";"762.0";"88";"Ветер, дующий с юго-запада";"5";"";"";"";"Рассеянная (40-50%) 600 м, разорванная (60-90%) 780 м, разорванная (60-90%) 990 м";"10.0 и более";"8.0";
"06.02.2024 19:30";"10.0";"746.7";"762.8";"88";"Ветер, дующий с юго-запада";"5";"12";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 420 м, сплошная (100%) 660 м";"10.0 и более";"8.0";
"06.02.2024 19:00";"11.0";"746.7";"762.8";"82";"Ветер, дующий с юго-запада";"6";"";"";"";"Незначительная (10-30%) 630 м, разорванная (60-90%) 810 м, разорванная (60-90%) 960 м";"10.0 и более";"8.0";
"06.02.2024 18:30";"10.0";"746.7";"762.8";"88";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 630 м, разорванная (60-90%) 900 м, разорванная (60-90%) 1290 м";"10.0 и более";"8.0";
"06.02.2024 18:00";"10.0";"746.7";"762.8";"88";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 540 м, сплошная (100%) 690 м";"10.0 и более";"8.0";
"06.02.2024 17:30";"10.0";"746.7";"762.8";"88";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 540 м, сплошная (100%) 690 м";"10.0 и более";"8.0";
"06.02.2024 17:00";"11.0";"746.7";"762.8";"77";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 690 м, сплошная (100%) 840 м";"10.0 и более";"7.0";
"06.02.2024 16:30";"11.0";"747.4";"763.5";"77";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 660 м";"10.0 и более";"7.0";
"06.02.2024 16:00";"11.0";"747.4";"763.5";"77";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 720 м, сплошная (100%) 1680 м";"10.0 и более";"7.0";
"06.02.2024 15:30";"11.0";"747.4";"763.5";"77";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Разорванная (60-90%) 720 м, разорванная (60-90%) 870 м, сплошная (100%) 1560 м";"10.0 и более";"7.0";
"06.02.2024 15:00";"11.0";"748.2";"764.3";"77";"Ветер, дующий с юго-запада";"5";"";"";"";"Незначительная (10-30%) 630 м, разорванная (60-90%) 840 м, сплошная (100%) 1680 м";"10.0 и более";"7.0";
"06.02.2024 14:30";"11.0";"748.2";"764.3";"77";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 630 м, разорванная (60-90%) 810 м, разорванная (60-90%) 990 м";"10.0 и более";"7.0";
"06.02.2024 14:00";"11.0";"748.2";"764.3";"77";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 660 м, разорванная (60-90%) 810 м, сплошная (100%) 990 м";"10.0 и более";"7.0";
"06.02.2024 13:30";"10.0";"748.8";"765.0";"82";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 600 м, разорванная (60-90%) 1230 м, сплошная (100%) 1620 м";"10.0 и более";"7.0";
"06.02.2024 13:00";"10.0";"748.8";"765.0";"82";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 540 м, разорванная (60-90%) 690 м, сплошная (100%) 1740 м";"10.0 и более";"7.0";
"06.02.2024 12:30";"10.0";"748.8";"765.0";"82";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 510 м, сплошная (100%) 1680 м";"10.0 и более";"7.0";
"06.02.2024 12:00";"10.0";"748.8";"765.0";"76";"Ветер, дующий с юго-запада";"5";"";"";"";"Незначительная (10-30%) 600 м, сплошная (100%) 1560 м";"10.0 и более";"6.0";
"06.02.2024 11:30";"10.0";"749.6";"765.8";"76";"Ветер, дующий с юго-запада";"5";"";"";"";"Незначительная (10-30%) 540 м, сплошная (100%) 1560 м";"10.0 и более";"6.0";
"06.02.2024 11:00";"9.0";"749.6";"765.8";"82";"Ветер, дующий с юго-запада";"5";"";"";"";"Незначительная (10-30%) 450 м, сплошная (100%) 1560 м";"10.0 и более";"6.0";
"06.02.2024 10:30";"9.0";"749.6";"765.8";"82";"Ветер, дующий с юго-запада";"6";"";"";"";"";"10.0 и более";"6.0";
"06.02.2024 09:30";"8.0";"749.5";"765.8";"87";"Ветер, дующий с юго-запада";"5";"";"";"";"Незначительная (10-30%) 390 м, сплошная (100%) 1410 м";"10.0 и более";"6.0";
"06.02.2024 09:00";"8.0";"749.5";"765.8";"87";"Ветер, дующий с юго-запада";"4";"";"";"";"Незначительная (10-30%) 390 м, сплошная (100%) 1440 м";"10.0 и более";"6.0";
"06.02.2024 08:30";"8.0";"749.5";"765.8";"87";"Ветер, дующий с юго-запада";"5";"";"";"";"Рассеянная (40-50%) 330 м, сплошная (100%) 1410 м";"10.0 и более";"6.0";
"06.02.2024 08:00";"8.0";"749.5";"765.8";"87";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 300 м, сплошная (100%) 1350 м";"10.0 и более";"6.0";
"06.02.2024 07:30";"8.0";"749.5";"765.8";"87";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 270 м, сплошная (100%) 1290 м";"10.0 и более";"6.0";
"06.02.2024 07:00";"8.0";"749.5";"765.8";"87";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 270 м, сплошная (100%) 1260 м";"10.0 и более";"6.0";
"06.02.2024 06:30";"7.0";"749.4";"765.8";"93";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"6.0";
"06.02.2024 06:00";"7.0";"749.4";"765.8";"93";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"6.0";
"06.02.2024 05:30";"7.0";"750.2";"766.6";"93";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"6.0";
"06.02.2024 05:00";"7.0";"750.2";"766.6";"93";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"6.0";
"06.02.2024 04:30";"7.0";"750.2";"766.6";"93";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"6.0";
"06.02.2024 04:00";"7.0";"750.2";"766.6";"93";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"6.0";
"06.02.2024 03:30";"7.0";"750.9";"767.3";"93";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"6.0";
"06.02.2024 03:00";"7.0";"750.9";"767.3";"93";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"6.0";
"06.02.2024 02:30";"7.0";"750.9";"767.3";"93";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"6.0";
"06.02.2024 02:00";"7.0";"750.9";"767.3";"93";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"6.0";
"06.02.2024 01:30";"6.0";"751.6";"768.1";"100";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"6.0";
"06.02.2024 01:00";"6.0";"751.6";"768.1";"100";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 120 м";"9.0";"6.0";
"06.02.2024 00:30";"6.0";"751.6";"768.1";"100";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"6.0";
"06.02.2024 00:00";"6.0";"751.6";"768.1";"100";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"6.0";
"05.02.2024 23:30";"6.0";"751.6";"768.1";"100";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"6.0";
"05.02.2024 23:00";"6.0";"751.6";"768.1";"100";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"6.0";
"05.02.2024 22:30";"7.0";"751.7";"768.1";"93";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"6.0";
"05.02.2024 22:00";"7.0";"751.7";"768.1";"93";"Ветер, дующий с юго-запада";"3";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"6.0";
"05.02.2024 21:30";"7.0";"751.7";"768.1";"93";"Ветер, дующий с юго-запада";"3";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"6.0";
"05.02.2024 21:00";"7.0";"751.7";"768.1";"93";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 210 м, сплошная (100%) 330 м";"10.0 и более";"6.0";
"05.02.2024 20:30";"7.0";"751.7";"768.1";"87";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 270 м, сплошная (100%) 540 м";"10.0 и более";"5.0";
